"wonder boys (2000)","10"
"once more with feeling (2009)","10"
"secrets of fenville (2003)","10"
"(untitled) (2009)","10"
"the grey zone (2001)","10"
"the safety of objects (2001)","10"
"fierce people (2005)","10"
"breach (2007)","10"
"turn the river (2007)","10"
"formosa betrayed (2009)","10"
"the missing person (2009)","10"
"zigzag (2002)","10"
"keeping the faith (2000)","10"
"the runaways (2010)","10"
"saw ii (2005)","10"
"walking tall (2004)","10"
"eulogy (2004)","10"
"tinker bell and the lost treasure (2009)","10"
"the big empty (2003)","10"
"griffin & phoenix (2006)","10"
"stardust (2007)","10"
"man of the year (2006)","10"
"chasing 3000 (2008)","10"
"the good night (2007)","10"
"next (2007)","10"
"the weather man (2005)","10"
"the prime gig (2000)","10"
"pumpkin (2002)","10"
"underworld: evolution (2006)","10"
"the life aquatic with steve zissou (2004)","10"
"blade ii (2002)","10"
"vanity fair (2004)","10"
"the dog problem (2006)","10"
"star wars: episode iii - revenge of the sith (2005)","10"
"neverwas (2005)","10"
"thirteen conversations about one thing (2001)","10"
"melvin goes to dinner (2003)","10"
"grandma's boy (2006)","10"
"dallas 362 (2003)","10"
"the hebrew hammer (2003)","10"
"the wackness (2008)","10"
"chromophobia (2005)","10"
"richard iii (2008)","10"
"yonkers joe (2008)","10"
"rip off church (2007)","10"
"moonlight mile (2002)","10"
"the go-getter (2007)","10"
"unthinkable (2010)","10"
"gardens of the night (2008)","10"
"shall we dance (2004)","10"
"tears of the sun (2003)","10"
"the curse of the jade scorpion (2001)","10"
"reservation road (2007)","10"
"eternal sunshine of the spotless mind (2004)","10"
"sky captain and the world of tomorrow (2004)","10"
"choose connor (2007)","10"
"the sisterhood of the traveling pants (2005)","10"
"appaloosa (2008)","10"
"step up (2006)","10"
"youth in revolt (2009)","10"
"vantage point (2008)","10"
"one last thing... (2005)","10"
"keane (2004)","10"
"flash of genius (2008)","10"
"unfaithful (2002)","10"
"hart's war (2002)","10"
"nothing like the holidays (2008)","10"
"the emperor's new groove (2000)","10"
"shallow hal (2001)","10"
"queenie in love (2001)","10"
"emmett's mark (2002)","10"
"northfork (2003)","10"
"how to kill your neighbor's dog (2000)","10"
"inkheart (2008)","10"
"pit fighters (2008)","10"
"fantastic mr. fox (2009)","10"
"crazy heart (2009)","10"
"madison (2001)","10"
"friday night lights (2004)","10"
"goal! (2005)","10"
"adventureland (2009)","10"
"transporter 2 (2005)","10"
"traitor (2008)","10"
"winter passing (2005)","10"
"valkyrie (2008)","10"
"secret window (2004)","10"
"my first mister (2001)","10"
"assassination of a high school president (2008)","10"
"birth (2004)","10"
"disturbia (2007)","10"
"silver city (2004)","10"
"the ice harvest (2005)","10"
"monster's ball (2001)","10"
"the recruit (2003)","10"
"the greatest game ever played (2005)","10"
"frida (2002)","10"
"8 mile (2002)","10"
"anything else (2003)","10"
"a serious man (2009)","9"
"children of men (2006)","9"
"the commission (2003)","9"
"a dog year (2009)","9"
"leo (2002)","9"
"spanglish (2004)","9"
"mattie fresno and the holoflux universe (2007)","9"
"the way of the gun (2000)","9"
"match point (2005)","9"
"women in trouble (2009)","9"
"you can count on me (2000)","9"
"then she found me (2007)","9"
"the last castle (2001)","9"
"employee of the month (2004)","9"
"war (2007)","9"
"city island (2009)","9"
"harsh times (2005)","9"
"space cowboys (2000)","9"
"the hunting party (2007)","9"
"humboldt county (2008)","9"
"300 (2006)","9"
"van wilder (2002)","9"
"man in the chair (2007)","9"
"the darjeeling limited (2007)","9"
"mulholland dr. (2001)","9"
"a history of violence (2005)","9"
"boys life 3 (2000)","9"
"the lookout (2007)","9"
"basic (2003)","9"
"shrek 4-d (2003)","9"
"planet 51 (2009)","9"
"pay it forward (2000)","9"
"finding forrester (2000)","9"
"awake (2007)","9"
"just peck (2009)","9"
"thumbsucker (2005)","9"
"the rocker (2008)","9"
"brokeback mountain (2005)","9"
"coffee and cigarettes (2003)","9"
"saint john of las vegas (2009)","9"
"marie antoinette (2006)","9"
"welcome to collinwood (2002)","9"
"clerks ii (2006)","9"
"the guitar (2008)","9"
"alfie (2004)","9"
"the independent (2000)","9"
"p.s. i love you (2007)","9"
"the prize winner of defiance, ohio (2005)","9"
"love and other impossible pursuits (2009)","9"
"wonderful world (2009)","9"
"the air i breathe (2007)","9"
"stark raving mad (2002)","9"
"the ultimate gift (2006)","9"
"don mckay (2009)","9"
"the cake eaters (2007)","9"
"underworld (2003)","9"
"the final season (2007)","9"
"memento (2000)","9"
"antitrust (2001)","9"
"the pursuit of happyness (2006)","9"
"human nature (2001)","9"
"where the heart is (2000)","9"
"demoted (2009)","9"
"diary of the dead (2007)","9"
"thirteen (2003)","9"
"fireflies in the garden (2008)","9"
"the affair of the necklace (2001)","9"
"the great raid (2005)","9"
"being julia (2004)","9"
"sunshine state (2002)","9"
"cassandra's dream (2007)","9"
"the hottest state (2006)","9"
"american cowslip (2009)","9"
"unconditional love (2002)","9"
"avatar (2009)","9"
"in the bedroom (2001)","9"
"pipe dream (2002)","9"
"quarantine (2008)","9"
"auggie rose (2000)","9"
"charlie and the chocolate factory (2005)","9"
"miracle (2004)","9"
"american psycho (2000)","9"
"phoebe in wonderland (2008)","9"
"death race (2008)","9"
"along came a spider (2001)","9"
"hot rod (2007)","9"
"duane hopwood (2005)","9"
"two family house (2000)","9"
"crank (2006)","9"
"grand theft parsons (2003)","9"
"the horror vault (2008)","9"
"you kill me (2007)","9"
"the tailor of panama (2001)","9"
"the sisters (2005)","9"
"open range (2003)","9"
"interstate 60: episodes of the road (2002)","9"
"the bourne identity (2002)","9"
"shoot 'em up (2007)","9"
"where the wild things are (2009)","9"
"just friends (2005)","9"
"bigger than the sky (2005)","9"
"dancer in the dark (2000)","9"
"babel (2006)","9"
"brooklyn rules (2007)","9"
"repo men (2010)","9"
"passionada (2002)","9"
"lars and the real girl (2007)","9"
"washington heights (2002)","9"
"amazing grace (2006)","9"
"swing vote (2008)","9"
"steal this movie (2000)","9"
"proof (2005)","9"
"from hell (2001)","9"
"the man from elysian fields (2001)","9"
"lions for lambs (2007)","9"
"defendor (2009)","9"
"rails & ties (2007)","9"
"scoop (2006)","9"
"11:14 (2003)","9"
"undermind (2003)","9"
"the rundown (2003)","9"
"sidewalks of new york (2001)","9"
"little children (2006)","9"
"the greatest (2009)","9"
"the fast and the furious (2001)","9"
"the da vinci code (2006)","9"
"after.life (2009)","9"
"our very own (2005)","9"
"series 7: the contenders (2001)","8"
"the sasquatch gang (2006)","8"
"the good heart (2009)","8"
"the cooler (2003)","8"
"the last samurai (2003)","8"
"bernard and doris (2006)","8"
"whip it (2009)","8"
"rock slyde (2009)","8"
"good dick (2008)","8"
"final destination 2 (2003)","8"
"once upon a time in mexico (2003)","8"
"where god left his shoes (2007)","8"
"juno (2007)","8"
"the lazarus project (2008)","8"
"day zero (2007)","8"
"king arthur (2004)","8"
"the big white (2005)","8"
"the civilization of maxwell bright (2005)","8"
"i could never be your woman (2007)","8"
"she's the man (2006)","8"
"a gentleman's game (2002)","8"
"veronika decides to die (2009)","8"
"hubert selby jr: it/ll be better tomorrow (2005)","8"
"come early morning (2006)","8"
"what we do is secret (2007)","8"
"the savages (2007)","8"
"watching the detectives (2007)","8"
"pieces of april (2003)","8"
"cypher (2002)","8"
"gracie (2007)","8"
"green zone (2010)","8"
"one hour photo (2002)","8"
"lonesome jim (2005)","8"
"the crazies (2010)","8"
"1408 (2007)","8"
"seeing other people (2004)","8"
"a home at the end of the world (2004)","8"
"waking the dead (2000)","8"
"the groomsmen (2006)","8"
"inglourious basterds (2009)","8"
"two weeks (2006)","8"
"last chance harvey (2008)","8"
"the rising place (2001)","8"
"wicker park (2004)","8"
"bamboozled (2000)","8"
"the woodsman (2004)","8"
"diggers (2006)","8"
"mr. brooks (2007)","8"
"around the bend (2004)","8"
"party monster (2003)","8"
"a single man (2009)","8"
"boys briefs 5 (2008)","8"
"all the real girls (2003)","8"
"feast of love (2007)","8"
"who is cletis tout? (2001)","8"
"clash of the titans (2010)","8"
"the lost city (2005)","8"
"after sex (2007)","8"
"zack and miri make a porno (2008)","8"
"one night at mccool's (2001)","8"
"spread (2009)","8"
"the league of gentlemen's apocalypse (2005)","8"
"hot tub time machine (2010)","8"
"wanted (2008)","8"
"shattered glass (2003)","8"
"blow dry (2001)","8"
"land of plenty (2004)","8"
"che: part two (2008)","8"
"tuck everlasting (2002)","8"
"tokyo mater (2008)","8"
"marley & me (2008)","8"
"better luck tomorrow (2002)","8"
"kissing jessica stein (2001)","8"
"as you like it (2006)","8"
"the last lullaby (2008)","8"
"love the hard way (2001)","8"
"the narrows (2008)","8"
"king kong (2005)","8"
"a good year (2006)","8"
"life during wartime (2009)","8"
"married life (2007)","8"
"shannon's rainbow (2009)","8"
