starring	character
29685	2853
11367	8879
2699	2342
20865	15785
40244	25743
24982	9516
28234	20788
42612	30365
1734	1541
28255	20799
17631	4857
20532	15540
28578	21031
26030	19292
14445	11131
35401	25618
23957	17864
19144	7863
21295	16073
29243	21518
37915	27228
19889	2816
41833	27068
37160	5448
14468	11146
43790	751
4611	1841
40767	29173
8275	6631
37772	27136
43699	31106
636	587
25172	18712
42013	29966
23752	17736
12735	9854
12524	9694
1437	1273
36403	1878
35801	25864
17037	12982
11277	3076
8967	7172
36481	26277
36075	3411
7467	6035
9805	7794
8386	6708
21847	16438
24817	18493
35060	25376
42466	30253
42179	30069
36417	26241
35344	25582
24085	17951
7512	6069
40229	28782
25609	18992
26692	19766
1322	1182
43081	30689
11297	3021
14734	11335
20055	15173
8561	6848
41995	29957
4351	3646
1151	1045
7986	6418
21162	1831
5365	4458
13349	2385
9379	7492
19345	14658
35531	143
34384	7148
10105	7992
21806	15104
33701	16314
27784	2737
25559	18961
25306	18793
42071	21617
33517	24343
30088	22085
6714	3660
19496	14768
35938	25942
20627	15606
13684	10597
11315	6943
15289	11726
23090	11921
41055	29359
9927	7882
11826	9206
37359	26850
20126	15237
9207	723
26353	19520
18233	6303
19980	15124
16197	12411
16256	12450
10068	7973
10550	8296
42495	30275
25280	18776
9209	3037
23549	17598
43831	31196
40453	28943
1899	1686
19734	14937
10131	8013
9594	7643
14137	10916
7080	5782
6856	5616
19	19
39439	28226
15534	11919
19256	14582
26354	19520
9521	800
16004	3164
13283	10286
2360	2061
35577	25720
40216	28770
19061	14441
12219	9506
12837	3721
12114	9427
15236	11686
15373	11791
26840	1839
43330	30874
28171	20748
9648	7675
32173	23453
11095	8697
37461	6778
23517	1087
12844	9935
30176	22148
988	895
22184	16671
40143	28724
31318	1500
32628	23756
8346	6675
12838	3721
31594	521
14080	10881
30216	22183
18848	14275
23688	17686
22645	16987
1891	1678
24221	18052
37831	12847
11590	9037
4488	3766
25524	8479
6340	5255
21190	16021
26131	19361
4511	3783
30330	22260
7001	5730
8030	6456
41433	29603
41190	29454
20302	13308
33292	24193
42440	30232
35218	1120
5384	4474
20705	15660
41851	29865
33954	24612
29579	10067
27692	5693
6161	5112
18474	1281
42661	12699
28786	21185
26320	1925
33434	24286
19318	14637
23570	17612
21655	4517
24306	18113
4725	3961
32775	23858
12393	9614
21898	16477
36860	26509
27141	20059
39065	9482
26357	19520
4084	3425
34092	18547
30492	3721
13051	8727
29941	21973
10947	2813
5679	4729
13011	10062
37752	27122
36445	26253
10291	283
17613	2522
41965	29939
25591	6202
2279	1997
28082	13491
40563	29030
20816	2645
27922	20576
26013	19286
39354	28181
30743	22524
30143	22123
8179	6560
4722	3958
20664	149
36030	1706
2017	1783
20868	1862
24060	17933
9260	192
17062	13004
19744	14943
33655	18666
9373	1629
37365	26854
41185	8884
12185	9480
15040	11541
15576	853
33921	24592
32619	23747
12834	3721
19607	5503
19273	14597
7754	1084
12954	10022
15608	11971
10945	2813
14304	11038
23002	5502
23733	17725
29958	21987
17217	6652
28649	21083
3817	3218
17374	13246
33575	24390
8118	6521
10023	7949
37398	26876
4617	3869
4040	3391
3009	2601
22766	9449
17256	13152
33758	24496
27734	13491
6819	3231
1007	913
18620	14104
11657	6203
23641	17657
17129	13056
23336	17448
30098	16200
43030	496
9709	7717
13565	1049
40360	28883
38841	27824
16599	5890
33947	24606
33618	24417
2359	2061
32868	6751
3657	3091
32110	23412
6532	5385
34934	25279
34261	2963
28312	20843
3305	2828
21603	1894
498	460
43362	30901
16391	12541
43540	31003
39601	28341
15984	1051
21461	16194
2827	2448
40362	28884
5763	4793
13340	10329
36474	26271
14249	10996
14387	5096
15439	11838
19229	14559
21430	16173
35066	690
6668	5486
12432	9631
17521	13351
27118	20045
6038	5020
15724	12072
24624	18355
3135	2701
22127	1207
21035	349
26113	1500
2901	892
31309	22913
43743	31134
40510	28987
35537	25699
11121	2659
40096	28688
21491	16215
7768	6259
15355	11773
12091	9409
1871	1659
19204	14546
21797	16402
18011	13719
4647	3893
39849	28509
28977	4857
12327	9576
33419	24276
20492	15518
40780	29184
31866	23266
42336	30159
33349	8555
6679	5493
36306	26172
34771	25181
29641	472
42000	3278
24688	18395
20462	15492
21888	3164
15037	11538
37347	8237
10159	8035
35206	2034
21112	1926
2355	2061
6230	5165
23626	3715
27893	20556
42106	30031
38466	27607
18835	5963
42337	30159
25487	11971
78	75
16759	1120
22189	16676
42163	1612
2696	2339
41339	29544
7839	837
33646	24436
43955	31279
986	893
3919	3287
43197	12579
8443	136
757	694
28119	20709
13908	51
36561	26331
35881	6572
34665	3124
1674	1436
26665	19750
7571	6111
38295	27498
16255	12449
43381	30916
11473	8943
37492	26935
16399	12547
39752	1886
10413	8199
17393	13262
37205	26751
23124	17304
41131	29410
27758	11532
11126	907
36745	10574
10393	8184
9822	7808
23587	17624
40654	469
7167	5837
4318	3619
34242	6368
30309	22253
28629	21067
17837	13591
41071	29373
16241	5307
36608	11675
14773	11366
26083	19327
2087	1838
21377	16141
5507	4580
24602	4517
5645	4698
43809	31180
28154	1200
30021	22031
25267	18551
40559	29026
28800	21198
10778	1126
39262	28113
6675	5493
24144	17990
10776	7863
17222	13124
13553	10499
4224	3541
14017	10835
7330	5959
18758	14201
28733	21136
6366	5276
41775	32
39740	28428
39534	28289
14070	10873
581	538
32916	23938
6016	5000
22927	17169
30454	17064
5105	4264
40144	28725
14045	10856
38331	4936
8009	6435
7940	6381
1894	1681
3816	3217
25216	18740
35754	25838
37658	51
40195	28755
41734	4800
13445	2548
8570	6856
39911	28550
43667	31083
31680	23151
644	593
4150	3483
11326	8847
21329	16102
1079	980
2314	2030
37574	866
198	189
39471	28249
23473	3141
4114	3454
22920	17166
21117	9009
38688	27757
34955	25294
16906	12887
20538	2908
32355	3169
25705	19057
22314	16761
29841	21898
25370	18843
38193	27425
35130	25423
19710	4820
40758	29164
1249	1134
32261	23519
6949	5686
39999	28619
12812	9911
1862	1650
42312	30147
18876	14302
11623	9065
10785	8476
7187	5856
15127	11614
40119	28704
32542	2790
12111	9425
433	323
23056	17253
32118	23418
1210	1099
24964	18573
17316	13197
11365	8878
34291	455
17172	13085
16763	12796
23292	17413
31951	23314
30343	22267
41732	7933
36285	18670
14743	11335
20128	15239
19954	15103
41545	29679
3837	3233
373	356
15588	11941
13723	10628
18057	13756
11904	9262
18937	14345
38467	496
35939	25943
22303	16754
42128	30043
8424	3064
6135	5093
9374	7489
24360	7928
38540	27658
37135	26696
37436	26904
26997	6887
13720	10625
19028	14414
41192	184
39323	28162
31349	22939
31170	3690
39164	28033
41721	11632
16099	12348
8456	6759
8452	6756
13084	10121
10210	8067
36693	26412
15797	12123
18370	13953
18422	1925
33773	24504
37417	26890
36356	1625
24961	18571
42544	30312
23961	8898
2548	2207
38829	27816
1396	1239
5175	4329
