roledby	actor
9020	1186
8614	1703
11374	87
15718	1733
5349	1052
10459	494
13592	1143
5940	571
2802	243
8630	1563
7022	31
7248	1940
5964	1191
7427	412
12106	1831
348	319
13272	504
2930	1541
15629	874
12886	479
14339	1562
5663	514
1043	537
7882	112
12763	1349
855	705
14896	1114
2278	1005
9877	264
10547	476
730	619
11372	1818
15369	112
1475	1056
7993	389
12560	516
16028	822
5880	1550
9173	1300
3051	488
14101	1343
2301	1391
8261	810
6717	824
6753	1488
9257	281
11515	848
14663	1565
17093	623
6778	175
14369	723
13494	493
16961	362
7895	1209
3857	749
4118	867
5466	1541
8460	883
6994	779
7218	1247
2275	561
9995	1035
1623	155
2608	306
9817	718
10192	376
6921	1786
16238	309
329	300
576	505
15382	575
5166	1375
6598	644
15984	940
9386	955
13363	210
5772	1574
2813	1516
11248	107
14191	1821
14391	665
4264	1746
225	206
8367	456
2595	119
12172	547
2853	736
1703	14
10608	1238
14557	157
6652	148
13407	1159
10236	1028
4643	1809
11480	410
6146	1287
4683	1811
12825	276
13371	319
2460	1439
12218	768
8156	1236
15534	780
12843	229
3720	543
11908	95
2284	813
12313	1389
3878	1200
2298	1253
15591	329
8973	1291
5633	1451
8443	512
1689	332
3676	267
11626	1731
10987	1031
5584	734
8611	599
4875	283
16147	691
11833	1337
7486	1713
7552	10
6370	134
11870	1756
1967	682
10217	1837
92	80
3770	1599
16771	1126
8086	1313
11089	1298
1716	1168
15930	1703
10168	596
11380	699
10291	1150
11601	1736
9262	673
4369	114
5945	1378
2416	624
11883	1394
13395	247
16716	833
5270	346
1399	873
1381	388
16770	183
16281	182
9276	1404
4361	1015
6177	829
12318	742
9595	1410
13036	142
15026	1998
7966	1460
1866	633
2509	490
9137	1633
922	482
1877	1238
20	20
5276	832
16479	388
12496	1097
5893	723
15919	1754
13437	200
409	363
11899	569
15633	1185
8037	1928
15449	537
5865	1085
5155	1247
17127	438
5968	1334
16347	1836
6429	1270
10647	1106
16938	160
13047	195
14210	992
12562	1319
14437	1505
987	129
14559	1094
13400	170
6135	990
1219	917
9798	60
997	802
10182	1008
15421	1876
2374	584
16980	1734
16881	451
7811	520
13737	1843
7735	180
15943	1963
15143	1700
8672	1659
15670	1666
5549	1893
9846	1120
1715	53
7797	500
2014	1291
10469	396
12896	1025
7040	119
963	779
1734	69
17289	38
15029	1558
1639	493
8749	543
5681	1901
11742	765
11615	248
8011	670
9768	1191
5207	1453
14008	1807
14677	1977
17078	1837
13851	1831
7992	1208
7194	1465
7451	1087
12872	1858
5154	1699
6672	1846
10146	1376
2361	930
4880	1199
5022	1463
11724	724
15235	157
5935	779
8562	999
10174	1282
12588	531
14778	967
15895	188
13521	967
954	82
3274	1050
7328	7
9707	925
14682	861
11252	1483
7660	404
11725	724
17005	670
12311	114
564	494
14010	1539
13489	923
11498	57
2991	1414
3701	672
6998	794
8370	430
15150	1105
2419	1350
7773	1883
4032	1151
570	499
10909	1317
4466	1423
3288	83
762	442
9561	1012
6724	1911
16335	1414
7205	1957
10355	911
5555	1289
8600	775
6303	286
2614	39
5740	1090
5053	429
3535	255
7501	1592
14257	1567
6464	793
3738	1678
6178	1070
4648	527
3983	20
12202	380
5335	1577
4213	1249
2351	375
8808	431
16095	1377
14835	1427
1213	621
10435	930
675	581
9854	195
14524	334
6362	1657
15801	1684
1900	895
9011	248
17288	791
11426	1433
9926	116
15064	443
4320	1565
8500	96
8621	1413
1898	1245
9333	1286
3948	1495
8622	737
12730	44
12835	1974
15190	450
8997	1535
17308	1490
16710	1979
611	532
9012	248
4912	255
10863	1368
5491	794
4802	453
14702	1364
12074	570
7145	730
3373	691
2602	1294
10156	913
4378	585
3977	1725
9697	1768
15963	1605
12984	1761
15609	953
10323	839
10451	451
12358	1203
16645	1615
2791	1178
9842	551
9099	1272
15330	1880
510	453
279	256
9427	504
10873	1942
16642	1139
3152	1598
11489	1478
1115	154
4505	186
790	663
8051	1012
5586	1518
16329	1922
16212	673
15691	1844
11886	887
16950	1608
69	64
15694	1231
12640	1347
6291	1901
2287	1335
1841	692
4233	1252
2639	1475
14820	902
9734	1160
5533	884
3982	20
15791	358
16906	780
8121	107
4487	1553
5444	570
14069	893
6024	1916
8650	1137
8963	1352
10914	238
1750	1178
1283	791
13092	650
7671	1097
1622	836
7066	215
9502	1595
8222	195
3870	1150
13129	303
13514	1525
16139	1519
6084	1512
3438	1647
1267	702
6609	1599
7963	748
15626	1470
15028	1103
12432	422
5378	746
10883	1989
14068	893
771	650
3934	1296
15239	728
13580	1773
5175	1872
9423	1892
11396	1717
9133	1075
5881	1546
7765	1630
3276	922
8377	1001
10918	1734
7740	1231
9180	1416
15229	1979
5120	460
10175	1621
13045	251
5568	459
2976	1553
10263	1620
2224	1373
11394	1342
9436	709
5368	1028
11317	973
10505	883
4510	966
14505	1911
16985	1736
12149	1973
4675	694
11176	789
1006	810
16159	1986
7899	1439
361	330
6145	799
15155	1820
4591	84
16091	1792
5399	89
375	344
10622	753
15802	2000
629	547
14458	639
639	554
7842	909
2926	127
11730	75
5025	1858
7583	1701
3509	1278
988	746
9153	815
9396	1670
16393	1554
12818	1178
6283	1189
11309	434
8185	1581
13966	576
7800	1305
7824	345
14642	739
12138	1701
16602	755
286	263
14883	1567
14341	246
6567	394
5418	466
3576	1641
6157	1110
9114	1199
9398	655
15249	1026
14360	1202
2778	1508
8517	1325
14494	1332
6155	1885
15309	155
11390	1342
14591	539
3673	1697
1956	924
208	190
2665	386
14318	980
12115	1829
15499	1335
17110	334
14583	1481
12446	971
3569	1060
8698	249
13720	1117
7185	1523
17042	1202
10452	1844
1111	864
16338	823
7664	731
3875	1066
70	65
3318	1047
15544	1650
227	208
5858	579
775	653
13140	1866
1261	367
4746	1297
4793	253
13172	1543
9755	1981
5257	454
14596	1189
9340	1195
4812	1826
8665	1653
5689	669
3708	1251
6960	985
2125	676
14514	89
2000	875
1327	975
2698	1494
5199	279
3596	764
1130	378
13634	801
7505	1968
11948	983
1826	1220
1643	99
15707	1578
2524	627
5401	877
12029	560
10061	1276
16049	488
14541	794
13268	1577
2753	1294
5394	1872
10589	129
8566	1681
10886	202
9628	1523
5750	1094
13834	1139
6595	894
6632	357
17100	612
3621	1052
10046	1421
14353	1202
17187	1267
7178	1684
16588	1923
8231	545
14395	1673
2825	50
191	174
4937	924
9069	1466
4400	1785
7975	393
17018	1063
8969	1021
7078	671
11114	1024
12340	1230
1256	7
5821	1908
7075	170
1909	1147
8470	812
15363	1993
16594	728
6400	1359
3240	944
1177	897
8877	744
11519	627
13251	791
264	243
9115	226
8492	1297
15097	87
4334	960
15757	503
9531	1655
10129	1860
1119	320
14118	645
15184	1855
15258	1172
1227	920
6314	1064
15716	730
1152	888
11481	161
1721	53
12460	857
3735	1047
9042	1224
3996	1465
1647	928
5702	647
13296	842
4265	1179
16067	920
5206	1108
15378	1560
1871	96
5023	1858
1633	115
15901	1896
7034	1910
15817	787
7817	501
4703	881
2959	1547
1978	218
13866	1980
6254	516
12595	1853
13282	1195
15574	1877
15334	1882
2879	1531
5146	671
10817	1885
654	129
812	678
5096	1273
12401	1834
2479	1366
15213	1235
5596	1348
3984	552
11475	140
11804	893
15851	1296
2832	1520
2123	1333
15554	1463
12873	533
11774	114
12105	1823
16364	1425
4948	1310
729	618
2474	1192
99	87
8211	1812
16290	1557
5974	1637
5608	1045
13088	1718
16390	600
5738	690
16563	859
2449	900
9596	581
5123	957
15088	1830
12210	652
5498	1064
5433	1009
9429	1520
4616	467
15951	333
9419	948
16628	1416
14690	836
2381	988
1296	958
12983	1102
10195	264
12518	1603
9304	1374
79	64
3010	1570
5696	982
9360	1633
9422	1689
5029	69
11922	1762
3707	665
8187	9
7161	278
224	205
8251	841
9999	1511
7262	119
3774	1436
13983	1347
13778	1371
14851	1744
5514	245
9149	1633
15878	371
7893	1618
15193	1361
12759	1218
6723	127
5966	830
16	16
983	264
1446	1039
16967	42
11032	577
13530	993
440	396
10370	827
1484	324
3011	641
2497	1059
10224	1553
481	431
10682	1677
4272	1032
542	475
4570	542
11344	278
5027	69
14709	354
4136	580
9632	176
8399	1920
13485	425
9966	106
14480	1608
14403	1387
11191	305
6376	1511
13237	807
661	570
17115	1393
9119	1357
13725	10
6636	357
5003	1051
12078	730
12299	1918
1636	121
14954	1195
3890	613
7861	89
10542	1904
5495	794
3430	1363
4464	1562
13	13
5606	1045
14626	363
423	385
14261	960
4622	280
16371	1157
2053	130
13477	1329
5130	1293
2877	724
3423	504
10458	1929
17314	1315
5801	1113
902	739
10223	1991
7067	1739
10508	1993
12944	1293
506	7
12365	1739
5311	534
4725	1813
17280	78
14522	146
13902	1902
5617	1470
3664	628
1488	50
13171	1107
13248	1783
9581	1280
14388	1255
3539	1365
6733	1943
7132	1264
8490	500
8998	1239
9439	599
10700	84
4642	828
11225	1708
8208	1919
15762	109
1837	403
15163	282
7225	452
8364	1142
7333	1758
6544	1704
1196	732
728	617
16994	1496
7439	1086
4163	3
7109	1915
159	145
3463	38
11780	734
15132	354
16096	239
14049	1601
7617	1971
2687	1490
16161	1986
4834	19
5128	521
7334	1758
5436	440
1322	972
15215	585
1753	1180
6311	946
17182	1134
4095	1658
16001	1108
8272	1529
1782	1193
16854	745
9324	954
1200	300
456	410
6524	14
15130	774
7467	1901
16720	1623
6551	893
10342	1752
16633	1615
13087	1876
3973	1312
7474	1067
9555	928
5013	1819
767	646
4350	1434
8373	1003
1528	961
6964	1898
1735	1075
3925	1038
3191	107
8533	1913
9325	954
1038	831
4698	1439
2876	1530
16332	1113
14168	397
12042	371
4422	365
6052	45
3417	1119
3220	1613
1138	879
16497	635
8482	1194
15572	1098
14268	766
17020	428
9150	734
6192	145
6350	1719
17091	1348
8325	1406
10770	1483
7967	1566
5131	1072
2589	183
6561	1153
9332	915
13158	1216
16420	1819
10848	352
4087	1009
7330	1758
13838	1831
5144	14
3519	1584
2820	1231
6566	1126
14936	734
3801	724
3989	1173
12414	271
7747	1603
14964	1061
12544	1723
5654	1880
7331	1758
6773	8
8662	1482
16679	1076
697	595
12089	1101
4386	1480
4717	1317
9172	1579
6085	676
5635	1470
15391	591
14455	1783
11145	1859
1834	785
12532	1324
10258	1096
17071	787
735	378
9321	954
10725	1733
837	694
1977	54
13524	7
1421	896
7683	1973
3134	1596
3706	1622
13772	1576
16380	540
4404	1790
2080	796
14774	147
14418	1029
2443	324
7374	79
11259	367
11901	1267
2149	1286
10943	1152
14007	1033
5379	1028
4759	1743
9838	226
621	539
86	74
10809	1673
15366	217
13668	560
16368	1542
15931	669
6903	1031
7391	1731
7678	947
4313	1584
8048	1845
14436	670
13425	496
17095	1350
9957	181
11255	478
12376	958
2897	1195
15078	579
5347	1624
3472	628
14540	1708
3120	149
16931	1401
11754	209
10941	1152
3041	832
7566	975
3537	769
6437	1895
14839	1144
14389	308
7306	1782
6848	1128
37	36
7372	213
11448	667
3410	879
16493	1771
8235	1892
14043	1601
4311	1584
7551	1618
2487	277
10828	836
14479	915
16639	1373
15311	1158
8552	1081
14757	1748
3605	1683
4173	580
523	462
17089	900
2900	247
7684	1685
9993	1664
15285	639
17077	1610
7408	683
7114	52
12204	1091
1440	63
6329	496
9564	1372
17205	1586
6780	487
1502	1069
3066	418
10504	1153
3709	1387
17307	1949
13641	1191
9198	1924
14385	1362
10392	1865
8362	1035
1205	911
8006	66
10761	985
874	720
6363	368
9519	1376
15199	845
12300	408
9623	1059
848	472
513	333
13223	81
9661	646
6143	922
2886	411
12884	1772
11580	887
2844	543
16342	1683
5028	1072
9160	1619
7985	1347
7489	1128
16100	1353
1462	1051
5920	1911
5170	1104
15786	1738
7955	1466
16389	1340
15711	588
3897	619
3125	240
650	563
2126	1335
5615	1029
14875	148
10135	1674
14782	274
1505	1070
10122	1925
10992	113
15508	461
12840	1646
18	18
13387	568
12448	834
3142	291
14938	930
4222	1570
8133	3
7279	582
8757	535
15126	349
2390	1171
4742	812
3531	157
17189	1422
2397	1091
14555	1905
6678	993
13635	449
3293	165
17103	613
17215	316
13405	911
9461	1329
2304	847
737	624
5816	1766
4498	1082
868	715
3909	1666
10110	774
5526	1721
176	161
8094	582
10590	1429
1853	515
9495	373
4565	798
133	120
3516	21
14800	1499
3619	1353
5074	1054
5540	1891
7628	883
16723	1297
4185	872
2658	1199
1106	272
11806	1145
10516	738
8822	69
5639	1440
11190	1340
16758	1474
12581	1319
11105	1599
13784	744
10710	1446
2066	1257
6010	105
3229	242
13937	1899
16873	1455
16411	1685
15964	1016
9018	16
7060	1330
3012	1089
7417	188
677	583
4084	1651
3129	1343
17036	81
5794	249
17081	1533
16489	1814
11347	1874
15807	1283
8564	657
11834	1204
14987	56
4326	776
15493	554
3085	1585
6438	1763
7815	380
16707	815
1516	1075
1840	1225
10377	794
6420	1855
5102	401
2769	681
1975	980
1803	1206
14314	1709
12324	1049
12003	1858
14215	956
4236	1774
6576	717
10533	1788
6320	998
7219	1497
2761	883
15714	1930
907	743
7131	552
12096	1166
5247	1248
12227	1946
15683	505
9704	25
10214	1544
1145	345
6945	1336
5383	749
15795	122
9763	1811
6748	501
9070	959
13861	1038
147	134
6602	1585
14059	1732
15494	895
11316	1173
17096	1427
13353	167
15176	187
11876	1433
13510	1559
4550	1378
12980	999
11879	1433
1950	1267
11320	797
12480	996
116	103
12009	293
12362	1639
10947	1702
15859	438
13254	1705
13109	1175
6323	924
5822	150
16528	1281
5662	39
16197	1606
3900	282
11745	826
4892	48
11437	972
3448	1370
13681	1836
1073	183
7794	503
7199	1312
10925	1985
13496	1404
5580	1144
10572	417
15577	329
2240	663
11679	43
378	347
8718	1592
2395	670
1711	1011
14087	754
5009	159
16629	1615
14151	1702
1860	69
454	33
10816	1580
3149	291
2253	1073
4194	1651
1855	1233
16832	1207
14379	1261
3115	445
12035	1923
4458	1353
11912	705
4189	1624
16779	1835
7616	595
6952	1607
12133	1721
9229	894
9270	948
15701	468
1812	169
14699	1725
8940	401
2979	1558
17310	1526
4841	695
10139	1674
12722	1735
5283	316
5069	1863
11125	749
16065	1337
5310	823
11415	1331
12152	1784
5902	989
4946	489
11768	1898
14838	649
2981	1559
7346	1063
17015	217
6750	1366
16039	1530
9385	321
16143	1213
3123	148
9745	1389
11617	697
14192	1695
16520	923
8835	1654
3768	202
7969	1662
2203	804
13803	390
8510	782
15049	43
12079	1566
7329	1758
408	375
2936	849
8596	1978
11767	493
6338	316
10252	146
10101	1028
12746	500
1845	1229
9224	1930
14016	1742
2107	881
2956	1452
13872	1992
1162	616
2549	710
15082	1827
8374	1278
16016	79
16142	22
10563	281
15729	1177
15108	575
14862	487
2454	1121
5553	175
15105	1131
14934	1063
16188	334
10907	1546
11078	1135
9317	585
9852	251
5337	484
14689	349
4037	566
6948	767
8242	1538
9077	1271
14928	889
12765	1277
1594	913
2848	857
14224	222
12568	1216
1599	1120
7707	1383
7823	1154
10733	390
11226	1032
13542	64
12620	955
10456	1349
4089	1638
687	589
9158	1213
8420	940
11799	600
4815	1828
9883	340
5752	1155
11992	1164
8988	432
9572	1339
5222	1360
7603	1485
6220	580
8758	1744
6965	1056
11295	927
10084	1382
9062	470
11242	1647
13276	1090
15109	580
366	335
2238	1378
7632	305
591	517
15164	699
14111	1221
9748	652
17208	1223
17304	1989
3353	1635
6534	473
10888	545
7450	397
3429	1645
9761	1144
13611	1477
12486	477
5868	803
16802	309
13364	914
14488	1524
12322	721
16807	1893
9948	1868
10489	1438
7053	410
12052	1820
16145	1449
12183	881
7520	358
4838	1835
11977	1445
4588	457
15938	1871
13082	1481
1936	1259
15669	421
17027	757
8137	636
13891	593
13281	1875
3505	6
6215	969
10964	1303
11012	1730
13174	204
5722	1152
8371	386
6939	895
3905	1041
199	182
14900	1321
8140	1478
13190	1615
9894	1291
8996	713
1156	612
16428	1821
1222	532
1838	1092
6315	261
2002	1287
14564	1416
13684	1247
5700	564
2840	473
6887	1725
14807	1879
12212	1911
15060	1506
3954	1059
11239	1317
5161	1868
9952	1592
10069	1332
12209	494
17056	1789
222	203
413	379
5953	1074
16413	1603
4795	252
11595	1635
12279	227
12726	671
676	582
2180	1355
16088	239
8841	836
469	422
1785	1194
8697	796
2333	1401
9065	1943
4889	131
9199	449
16610	1604
8890	365
16426	1821
13657	1796
5603	355
14937	1908
12737	1003
13313	1920
2097	1294
6956	1782
16749	1902
5638	568
15140	1979
6133	1420
9845	205
780	658
2801	554
5114	773
3545	1671
6090	818
7286	1098
14776	1546
16735	1945
12859	854
12171	878
9793	1401
12523	1627
1765	1002
1842	1226
17034	1003
9566	649
6491	1210
7987	28
6539	1863
9540	22
16155	711
10041	1268
9626	129
4654	506
2356	1410
12178	882
15616	1404
12447	820
8960	1685
394	362
9189	1924
3081	766
16350	710
14248	633
17213	758
7345	1394
14533	1082
2773	227
9459	709
15688	474
15822	1684
8171	67
1557	1097
7709	1650
9181	1579
10098	39
4294	1566
12839	1647
16855	182
4166	603
14781	111
1395	252
8994	1909
15796	1253
2006	13
17309	992
5007	14
17032	1493
6554	1894
10638	1659
15803	332
6645	47
12211	279
1535	719
2582	1191
6424	597
13215	555
10463	52
9637	1857
1923	1255
12140	1386
10178	1941
3464	462
12850	438
13288	1189
3055	420
9449	1917
16736	731
8761	1026
5063	18
12129	900
1352	989
2157	623
14245	1379
12344	1999
7265	1270
5910	155
2680	1488
9792	1271
8949	1227
2392	1422
15902	773
633	418
14905	1721
15014	69
16409	766
14786	4
17195	1519
3938	273
2128	264
16101	1047
3203	691
2748	755
8502	876
1527	1081
8547	390
10983	113
12866	47
634	418
11766	1741
549	481
5532	276
10112	1407
7793	25
13621	729
10134	580
3618	614
9528	784
3434	54
12867	1125
5483	1669
17014	421
12442	532
7360	1654
14847	1171
11706	1105
13089	418
920	752
11431	1558
12858	1941
3196	927
8657	1805
7373	1161
1662	1144
11015	1463
9939	1292
11622	773
15588	1955
11430	792
3811	1493
3765	386
14075	1907
2258	1382
10205	1991
9323	1059
1614	617
5919	1606
14176	894
2798	1511
3862	697
48	47
5219	817
3730	703
5050	1277
2323	1397
10311	131
13002	1673
104	92
11241	347
238	219
10312	1240
5967	1319
15048	25
9882	1528
683	585
7421	930
1889	1194
12242	586
8710	1769
14313	1590
15907	1323
13378	1563
382	351
13982	622
16757	923
16903	1657
8078	1593
9053	1377
7341	303
8804	458
3024	867
8252	1983
969	418
10949	776
8812	1083
4824	914
16394	479
14153	16
17200	1304
2789	1509
13474	1622
7284	691
9750	1251
11091	1956
7136	1460
7135	942
10501	366
15861	553
2029	1298
9987	319
1912	1252
448	404
9718	1467
13143	554
6140	1867
13252	1985
5333	829
11196	382
2420	1427
4297	565
12504	1943
13113	1913
4373	1333
14374	1075
7208	836
7634	1959
12428	114
3334	625
8719	83
16684	1157
766	645
11275	1727
12465	1287
10545	1178
9178	1524
14636	385
13774	1546
8501	361
16867	702
16818	885
10954	143
3467	490
2223	375
12792	324
11044	1241
4978	740
4670	978
10302	1456
6294	734
5288	693
16032	1865
5453	166
16875	451
734	622
10147	557
12366	494
397	365
5711	69
3465	60
7353	60
11951	987
2231	444
5558	1398
8218	1886
16876	451
16345	1276
13987	622
2873	1229
17137	373
13257	683
1253	934
11878	581
12557	1815
5478	913
3439	1648
8173	285
13752	627
12525	1324
2600	718
6647	429
9233	169
11794	672
15096	960
3879	1324
6929	439
5134	761
4855	365
11382	708
846	650
3884	616
4266	536
8728	1693
6637	1636
8315	1442
15834	999
14463	1318
4576	1804
11356	1554
16933	1067
5275	1760
9936	210
5686	293
16051	280
4836	10
7157	1231
9328	1059
17025	1592
6158	1333
14748	1208
11635	199
16850	664
16402	637
1487	424
9095	1965
10672	15
16060	1059
15741	123
2385	670
5292	1678
1704	919
12500	1792
12336	1328
3498	273
15238	1779
4521	563
3881	334
6624	189
3645	1116
15336	555
2431	1019
13791	538
1569	1104
3841	1257
8253	717
15114	1357
7553	1439
15282	1884
9015	1839
6337	567
11262	1283
12349	57
3598	1681
2787	925
10855	145
3499	442
6110	786
5863	1693
8704	954
9918	792
15921	141
4248	67
13529	584
10783	1437
15779	481
14125	1991
12146	438
8398	1232
1348	986
6494	1160
11192	1226
9861	292
4653	1574
841	698
6605	1151
6270	1220
16662	1346
3265	172
12498	42
1	1
11285	927
6811	1757
7216	1025
11818	1406
5539	836
2537	710
6387	1489
12510	532
7986	1382
4154	334
11231	1370
793	665
9922	1098
2633	1473
8842	508
14552	1456
12345	107
3931	417
4829	597
14723	66
16092	239
11502	1265
6485	1461
7647	273
15122	731
17244	1913
10319	933
12522	225
788	65
2382	670
13636	693
10981	1732
13726	1947
4205	1285
4249	1396
10623	889
5834	924
4555	14
993	799
16571	899
6870	487
7017	427
14924	651
16223	91
14977	222
5787	1398
16476	954
9545	1221
12793	1624
2519	1326
7587	209
17286	1381
4110	178
624	542
17135	127
16153	277
4773	1619
13758	1102
14670	18
4359	1336
12524	29
7976	737
5016	836
14506	488
4973	1273
16247	1557
9350	336
15187	296
15835	1601
15023	1433
10079	1772
9739	119
9903	1507
968	783
7407	406
16857	1778
11533	1860
14502	488
210	191
10143	1398
6125	1207
951	771
16108	1220
4554	14
7795	1543
7953	619
2347	412
15079	1426
243	224
1640	705
7667	28
14877	1899
7447	1464
15957	1417
5783	159
15545	980
1067	844
11297	532
12168	762
4186	1423
6829	1713
4254	1761
15960	1907
14352	1601
2094	392
8023	1212
16790	1240
12642	541
11452	1000
7689	1438
10644	1079
555	486
1561	1086
9526	178
887	728
9960	973
14876	676
7698	1755
8334	1119
4897	492
2806	1094
11103	1823
15246	772
6385	993
15614	1146
764	643
493	441
2598	561
7392	257
13139	1591
1068	845
14563	1779
7863	1205
5035	1859
9895	369
13717	2000
14507	488
8360	1775
15640	941
1017	817
1055	507
13298	435
5795	1410
5351	794
2393	1176
9699	1839
10025	1664
8793	1026
3672	1256
6466	1932
10753	1675
2731	618
7696	1253
3494	1663
14826	1061
7294	1264
8833	1242
3508	593
2277	1385
8885	621
8277	1869
29	28
5226	493
3421	638
17264	1634
5261	147
1512	1074
106	94
13135	153
5326	1355
1052	507
6243	888
11250	1133
12425	174
5517	1004
8879	531
1632	1132
15207	1672
781	251
1940	1260
192	175
7801	1063
9037	1963
10617	1616
15384	968
12121	746
17142	242
873	719
9292	387
9469	1073
7355	1606
9732	694
6875	1043
10094	129
5872	431
11276	106
10270	392
4243	969
11483	286
11803	1968
11143	1232
1843	1227
1301	933
1036	280
10766	1271
11327	655
8150	845
10808	794
17129	576
11746	1928
8967	1806
7725	1880
14569	758
14534	114
1518	1077
1792	1200
13797	1364
8088	1752
2728	514
10340	1995
13188	952
5080	1027
1136	877
3454	1649
1486	1058
13964	177
1280	949
3501	1665
475	427
6067	1236
1713	471
7149	1551
15579	597
11855	1755
15697	1652
13323	119
15429	1275
4195	1722
3988	500
3400	1037
6141	1924
10988	36
14907	585
17256	584
6820	1782
8990	42
13480	1966
652	564
3015	1505
14060	1954
8869	1303
7044	902
12333	1437
473	119
5484	766
744	630
535	471
10057	1285
17045	1156
8335	1857
8851	691
14747	1582
6671	1217
5941	1637
17062	1005
17153	180
16386	1837
10009	1117
4388	1782
1164	615
839	696
9082	1502
7211	1284
16924	1432
2970	1554
11676	795
2854	1507
16494	929
13649	531
10398	867
11108	1853
15744	42
15106	141
248	227
9250	1617
12638	1483
11827	1473
5372	84
8873	391
15120	1148
5704	1627
7595	1678
11312	977
1420	1026
4579	108
16125	583
8829	942
1007	811
16820	1858
14409	1208
16271	1572
14330	1993
12546	36
14467	794
11080	1975
11333	1106
16637	37
11051	993
2993	888
9202	1802
8734	602
13888	564
2489	1447
17303	44
15748	109
10285	1297
16134	254
12874	1939
15347	1761
16660	1439
5221	651
15883	561
3	3
8925	949
4142	117
10847	1046
1409	1019
6144	1498
9252	1617
15570	905
14073	238
10268	893
15501	543
15280	1733
692	592
3533	975
8498	1572
9701	783
5089	1176
4587	1402
8339	391
10843	203
14909	270
10472	1867
9958	1218
15618	369
14190	1984
14780	1194
301	276
12177	601
13944	770
9271	518
7462	648
8265	1654
8759	1656
16289	1320
17250	88
7239	1010
685	587
11652	773
12459	806
16038	1363
6521	497
14637	1528
14307	1830
6238	1349
14945	1230
6696	281
17141	1583
2168	1351
16731	1234
13022	191
10058	250
17166	104
3790	1129
6030	692
6236	609
337	308
15296	1521
5857	1170
8457	952
6922	1569
7752	1205
12104	1103
1915	451
1511	335
11930	860
2455	1438
6066	1834
2949	526
2452	1436
10053	1873
12123	1590
288	265
4536	1801
11301	473
782	659
3030	1182
15720	1450
16623	69
16548	1669
8067	884
12841	1214
13023	743
12940	1643
12794	746
10185	74
4126	1585
4492	582
14475	941
16515	785
14609	527
1375	1001
3688	150
5273	469
11077	120
11358	1160
11269	373
6089	646
6897	482
14830	1167
4950	1851
17281	690
2169	954
8935	726
13235	14
2363	1416
10728	478
9413	667
14386	789
8274	1629
2055	1308
3094	1590
7094	493
17030	1670
16804	602
5683	903
8653	114
