charedby	movie
13775	2311
6652	1125
16116	2702
4921	832
3366	574
1591	261
8191	1409
6603	1117
1051	168
2644	436
10916	1838
16797	2814
14261	2396
14689	2478
9739	1635
5798	993
4706	796
1050	168
14038	2361
5717	978
9808	1647
3602	606
10910	1838
11429	1916
5363	910
8192	1409
409	66
6920	1182
1979	310
16119	2702
4705	796
5799	993
6609	1117
5718	978
14801	2495
9807	1647
8758	1488
3601	606
5362	910
8193	1409
16118	2702
6921	1182
15629	2612
408	66
1978	310
10320	1752
4708	796
6608	1117
12590	2100
15872	2652
294	42
9806	1647
13640	2283
11426	1916
5715	978
2641	436
2640	436
8194	1409
10912	1838
5361	910
11427	1916
3600	606
14899	2524
4707	796
10321	1752
6607	1117
2807	468
9805	1647
5716	978
10911	1838
5360	910
11428	1916
14898	2524
8195	1409
12279	2050
13642	2283
16402	2744
12592	2100
5741	982
296	42
5713	978
13836	2320
14079	2367
1975	310
8196	1409
13697	2296
6344	1083
16403	2744
12278	2050
13641	2283
5740	982
12591	2100
550	88
5714	978
295	42
14078	2367
13837	2320
1974	310
10779	1819
8197	1409
13698	2296
6345	1083
16404	2744
11181	1881
14800	2495
4780	809
12594	2100
5743	982
4704	796
8198	1409
13838	2320
5807	995
14077	2367
1977	310
6342	1083
12023	2001
16401	2744
5742	982
5712	978
15947	2662
12593	2100
4703	796
8199	1409
14076	2367
6343	1083
1976	310
14866	2511
14424	2424
15909	2658
5797	993
7557	1291
11614	1941
3290	555
2091	327
16604	2777
8053	1378
2386	393
180	26
6103	1046
16066	2686
3887	654
5629	964
2661	441
14425	2424
5796	993
7558	1291
14867	2511
11613	1941
2090	327
181	26
16603	2777
8054	1378
2385	393
6104	1046
3137	522
5628	964
16067	2686
7555	1291
5795	993
182	26
5066	872
8055	1378
11616	1941
2388	393
16606	2777
5808	995
4825	819
3138	522
6105	1046
5161	884
3003	498
15867	2649
16068	2686
3031	503
2663	441
6410	1089
5627	964
3459	586
7556	1291
5794	993
12770	2126
8056	1378
2387	393
183	26
16605	2777
5809	995
11615	1941
6106	1046
3139	522
12545	2090
184	26
12569	2098
13469	2247
16069	2686
2662	441
5626	964
8057	1378
11618	1941
3294	555
16600	2777
2665	441
16937	2833
14017	2354
3458	586
13468	2247
5625	964
7552	1291
13008	2169
14420	2424
6347	1083
185	26
3293	555
2389	393
8058	1378
11617	1941
3457	586
10439	1769
7554	1291
16242	2720
13009	2169
7553	1291
13467	2247
6346	1083
2664	441
14421	2424
11012	1850
186	26
5624	964
2580	424
16849	2818
16602	2777
1248	211
3292	555
8059	1378
1990	311
3456	586
14422	2424
4771	807
7550	1291
10438	1769
13466	2247
15239	2566
21	9
187	26
16064	2686
11013	1850
293	41
6349	1083
3291	555
1878	295
14423	2424
3455	586
16601	2777
2666	441
4770	807
13465	2247
7551	1291
10437	1769
3886	654
22	9
188	26
16065	2686
292	41
6348	1083
11014	1850
11163	1877
2099	327
189	26
15489	2596
7789	1326
10436	1769
3698	623
3765	635
3298	555
4773	807
7788	1326
3009	498
6564	1112
14626	2471
14625	2471
2098	327
11162	1877
15488	2596
11195	1884
3697	623
10435	1769
4772	807
3764	635
3333	565
7787	1326
3008	498
3297	555
15487	2596
11196	1884
6549	1111
16598	2776
10823	1823
11165	1877
7786	1326
4775	807
3296	555
2097	327
15680	2621
1559	255
15486	2596
11197	1884
11164	1877
3699	623
773	115
8651	1472
7785	1326
1699	273
4774	807
2096	327
14627	2471
3295	555
3694	623
11167	1877
11198	1884
3005	498
7463	1278
2095	327
480	75
8567	1461
10822	1823
11166	1877
11199	1884
5939	1018
3004	498
3693	623
7462	1278
14447	2431
2094	327
4776	807
3229	541
8050	1378
481	75
8568	1461
3696	623
11169	1877
7461	1278
6747	1150
9068	1531
14446	2431
3007	498
11612	1941
12900	2149
4255	728
2093	327
8569	1461
482	75
8051	1378
7559	1291
11168	1877
3695	623
14445	2431
4256	728
7460	1278
6748	1150
2092	327
3006	498
3299	555
8052	1378
3865	650
4768	807
1980	310
15780	2639
8576	1461
10406	1764
7791	1326
15480	2596
9409	1574
15917	2660
10905	1838
9400	1573
15674	2621
4435	763
5437	924
4826	820
9010	1523
11766	1966
4818	817
10531	1785
15460	2593
4769	807
3864	650
12284	2050
14444	2431
8575	1461
2392	394
7792	1326
15481	2596
13345	2225
13674	2291
10407	1764
10904	1838
11029	1853
4436	763
5438	924
10903	1838
10440	1769
13344	2225
15675	2621
9011	1523
11765	1966
4817	817
2393	394
12283	2050
9407	1574
15919	2660
10408	1764
15676	2621
11764	1966
9402	1573
3691	623
5439	924
10902	1838
3213	538
15462	2593
4828	820
8577	1461
2394	394
5940	1018
12282	2050
15918	2660
9408	1574
7790	1326
10409	1764
1787	282
9401	1573
15677	2621
11763	1966
10901	1838
3692	623
4434	763
15461	2593
4827	820
3760	635
8572	1461
10909	1838
4439	763
1984	310
10536	1785
923	142
2395	394
2396	394
10365	1758
1985	310
12800	2133
3215	538
5810	995
11762	1966
15484	2596
5755	985
10908	1838
3761	635
8571	1461
13479	2248
922	142
1983	310
10535	1785
4829	820
2397	394
10364	1758
3214	538
12801	2133
15485	2596
5754	985
11761	1966
10907	1838
4437	763
3762	635
13346	2225
8574	1461
10534	1785
921	142
1982	310
3217	538
2398	394
2088	327
15482	2596
12802	2133
11760	1966
4438	763
10906	1838
8573	1461
3763	635
10533	1785
920	142
1981	310
11873	1982
2399	394
5869	1003
10532	1785
5436	924
2089	327
15483	2596
15673	2621
12803	2133
3216	538
13463	2247
12804	2133
6354	1083
927	142
13063	2175
10361	1758
1670	270
10360	1758
13464	2247
5813	995
12805	2133
14790	2493
9946	1677
6355	1083
16034	2678
13062	2175
3218	538
8087	1385
2390	393
926	142
1671	270
1879	295
12806	2133
13150	2188
5812	995
13461	2247
13061	2175
10363	1758
16240	2720
6356	1083
2391	393
2579	424
925	142
3325	563
8570	1461
5811	995
12807	2133
10078	1706
13462	2247
16241	2720
10362	1758
1986	310
6357	1083
924	142
2578	424
3322	562
12808	2133
6350	1083
10900	1838
15678	2621
1675	270
9404	1573
9949	1677
11492	1926
12532	2082
95	19
2577	424
16607	2777
13671	2291
3869	650
2127	332
15679	2621
12809	2133
3321	562
6351	1083
1676	270
9403	1573
13460	2247
13151	2188
12531	2082
2576	424
13670	2291
96	19
16608	2777
1124	186
3868	650
2128	332
3220	539
3324	562
6352	1083
929	142
1560	255
1673	270
9947	1677
16609	2777
13673	2291
2575	424
9406	1573
1672	270
2125	332
3867	650
8088	1385
6353	1083
3323	562
14773	2490
13064	2175
928	142
9948	1677
1674	270
2126	332
11493	1926
13672	2291
12533	2082
2574	424
9405	1573
3866	650
15781	2639
8089	1385
194	26
1885	295
3916	658
8067	1378
15967	2668
10311	1750
14414	2424
421	68
7829	1329
3446	585
1678	270
13928	2334
12	3
8127	1394
13337	2223
5385	915
195	26
11248	1891
1884	295
12530	2082
3917	658
1886	295
15968	2668
13643	2284
8068	1378
10110	1714
10312	1750
14415	2424
420	68
3747	633
3445	585
8126	1394
13927	2334
13	3
1677	270
11247	1891
13336	2223
5386	915
196	26
2581	425
5870	1003
15969	2668
5677	972
3914	658
8065	1378
192	26
15902	2657
14560	2459
14412	2424
15965	2667
3444	585
8125	1394
3748	633
5383	915
423	68
4390	752
1882	295
1739	277
2573	424
5678	972
8066	1378
3915	658
193	26
14413	2424
8626	1468
5871	1003
15903	2657
10310	1750
15964	2667
4130	707
3749	633
8124	1394
3443	585
10777	1818
5384	915
422	68
1883	295
13929	2334
1375	228
7837	1331
1679	270
7384	1264
5456	928
14562	2459
8861	1505
10113	1714
10248	1738
9024	1524
16837	2818
3912	658
9588	1609
5389	915
199	26
14410	2424
10247	1738
4131	707
3442	585
12910	2154
13478	2247
14561	2459
7385	1264
5457	928
4260	728
5676	972
9023	1524
15623	2610
16838	2818
10114	1714
9075	1533
16092	2697
3913	658
2025	322
3010	498
4132	707
14411	2424
13477	2247
15779	2639
7382	1264
10111	1714
8069	1378
16839	2818
1887	295
9074	1533
5387	915
197	26
13926	2334
14	3
4133	707
2155	344
9025	1524
10112	1714
7383	1264
15966	2668
3911	658
9073	1533
1888	295
5388	915
198	26
6358	1083
11815	1974
9589	1609
1889	296
13691	2294
15475	2596
1128	187
6694	1136
15693	2621
6908	1176
9366	1570
15874	2653
16205	2715
2085	327
7388	1264
15692	2621
474	75
9020	1524
11100	1865
14851	2506
8037	1377
4763	807
5876	1003
13690	2294
6693	1136
2582	426
1129	187
6907	1176
15875	2653
2084	327
4138	710
9367	1570
15691	2621
16204	2715
7389	1264
8038	1377
14852	2506
475	75
11101	1865
8060	1378
4762	807
3140	522
2087	327
9363	1570
2026	322
1126	187
13331	2223
15477	2596
2583	426
16203	2715
15690	2621
13330	2223
11065	1861
6696	1136
9364	1570
16766	2807
7386	1264
9820	1649
8039	1377
472	75
9022	1524
11102	1865
4261	728
1541	252
1127	187
2584	426
15476	2596
6695	1136
7387	1264
2585	426
2086	327
9365	1570
15873	2653
8862	1505
4262	728
473	75
8488	1451
11103	1865
9021	1524
1880	295
7838	1331
13333	2223
16209	2715
5381	915
8123	1394
15963	2667
15479	2596
5872	1003
4767	807
14418	2424
8489	1451
470	75
8063	1378
2586	426
2081	327
15962	2667
15478	2596
13332	2223
10441	1769
1881	295
1125	187
13694	2294
5382	915
7839	1331
8122	1394
14419	2424
5873	1003
5179	890
4766	807
471	75
8064	1378
16208	2715
2587	426
5201	892
2080	327
13335	2223
12274	2048
15961	2667
6571	1112
6692	1136
7827	1329
8121	1394
13693	2294
4765	807
8061	1378
14416	2424
9715	1630
5874	1003
11680	1954
11320	1899
9510	1592
9368	1570
2083	327
16207	2715
13334	2223
6570	1112
15960	2667
7828	1329
8120	1394
13692	2294
4764	807
8062	1378
5875	1003
11681	1954
14850	2506
14417	2424
9369	1570
2082	327
8036	1377
16206	2715
12886	2145
5187	890
8835	1501
6569	1112
8082	1383
8566	1461
6531	1108
3504	590
12259	2042
3875	650
13655	2287
3845	646
935	145
486	76
15688	2621
4445	763
5188	890
4259	728
8834	1501
6441	1095
8565	1461
3251	551
933	145
8083	1383
12258	2042
3505	590
3874	650
6532	1108
3844	646
934	145
15689	2621
487	76
14237	2388
4446	763
7510	1286
8833	1501
4258	728
5185	890
3506	590
16840	2818
1554	255
8564	1461
12938	2159
937	145
8090	1385
8825	1500
3847	646
4447	763
484	76
15686	2621
4257	728
8832	1501
15928	2660
4448	763
5186	890
3507	590
3876	650
6530	1108
1553	255
8563	1461
5573	959
936	145
8091	1385
8824	1500
9590	1609
3846	646
15687	2621
485	76
1556	255
4449	763
8831	1501
3508	590
9950	1677
1807	286
6565	1112
5183	890
8562	1461
2076	327
15684	2621
3870	650
479	75
6535	1108
8092	1385
3849	646
11104	1865
14230	2386
1555	255
12529	2082
8830	1501
4003	675
9951	1677
5184	890
1806	286
8561	1461
6566	1112
2077	327
15685	2621
483	76
8093	1385
478	75
6536	1108
3848	646
12528	2082
3873	650
3219	539
1558	255
6533	1108
3252	551
12257	2042
5420	921
5181	890
1805	286
6567	1112
12884	2145
9952	1677
15681	2621
6699	1139
4002	675
15682	2621
2078	327
8094	1385
3872	650
477	75
6534	1108
1557	255
12527	2082
8081	1383
1804	286
6568	1112
9953	1677
5182	890
7561	1292
12885	2145
15683	2621
2079	327
476	75
3871	650
13654	2287
5443	924
1989	311
6539	1108
9595	1609
11814	1973
11018	1850
13473	2247
1680	270
9954	1677
14957	2531
16846	2818
3751	633
15799	2641
15923	2660
11759	1966
15908	2657
10507	1783
5180	890
9596	1609
13474	2247
4831	820
11017	1850
14958	2531
9955	1677
1681	270
16845	2818
3750	633
7300	1253
15922	2660
5441	924
1987	311
6537	1108
13475	2247
4843	823
4830	820
9597	1609
11016	1850
16848	2818
1682	270
14959	2531
7301	1253
7840	1331
15797	2641
418	68
10410	1764
15921	2660
3753	633
15621	2610
13480	2248
1988	311
5442	924
13476	2247
14107	2370
6538	1108
4842	823
11015	1850
4440	763
16858	2820
1684	270
7302	1253
1683	270
1808	286
15798	2641
419	68
15622	2610
16847	2818
15920	2660
3752	633
16857	2820
4845	823
1685	270
4441	763
15421	2588
9591	1609
951	149
15905	2657
3449	585
16842	2818
15927	2660
7303	1253
191	26
1686	270
16856	2820
4442	763
13470	2247
4844	823
15420	2588
5440	924
3352	571
9592	1609
13481	2248
10315	1750
16841	2818
15904	2657
15926	2660
190	26
14558	2459
7304	1253
16095	2699
13471	2247
4443	763
9593	1609
1687	270
15423	2588
11758	1966
15907	2657
3447	585
3843	646
15925	2660
15624	2611
15424	2588
2615	433
10314	1750
16844	2818
14559	2459
7305	1253
875	136
4444	763
13472	2247
1688	270
6107	1046
11246	1891
9594	1609
11019	1850
13410	2244
15422	2588
16843	2818
15924	2660
15906	2657
3448	585
8836	1501
10313	1750
14956	2531
7306	1253
15992	2672
4028	683
15793	2640
9726	1631
10943	1840
3103	516
7577	1295
9295	1560
15316	2574
10492	1782
16649	2783
6417	1091
3134	520
5943	1019
602	95
14983	2532
15750	2634
14168	2377
12410	2073
9143	1544
6492	1103
15794	2640
5116	878
10369	1760
15993	2672
4029	683
3104	516
7578	1295
9725	1631
10944	1840
10491	1782
6416	1091
15315	2574
3135	520
14167	2377
12411	2073
15751	2634
603	95
14982	2532
6493	1103
10201	1728
16549	2768
9724	1631
15795	2640
3427	584
15990	2672
5255	897
2619	436
10945	1840
5941	1019
12686	2119
15314	2574
1299	217
14981	2532
15752	2634
13181	2196
14166	2377
3105	516
8964	1518
9298	1560
604	95
1529	251
6490	1103
9296	1560
9723	1631
3426	584
15991	2672
15796	2640
6418	1091
5256	897
10946	1840
5942	1019
12687	2119
15313	2574
1298	217
14980	2532
1528	251
6491	1103
8420	1440
605	95
11194	1883
3106	516
19	7
8963	1518
9297	1560
5253	897
3130	520
2024	321
3151	526
461	75
10496	1782
14988	2532
12342	2062
3107	516
898	140
15973	2668
5535	948
1297	217
460	75
10495	1782
5254	897
3131	520
14240	2390
3152	526
10940	1840
15790	2640
2023	321
14987	2532
15972	2668
899	140
3108	516
12341	2062
12689	2121
5536	948
1296	217
463	75
1697	272
14241	2390
5251	897
3132	520
9728	1631
10494	1782
15318	2574
15791	2640
14986	2532
896	140
2022	321
10941	1840
6518	1107
3109	516
14985	2532
15971	2668
6300	1074
1295	217
600	95
16648	2783
462	75
5252	897
3133	520
1698	272
9727	1631
15317	2574
4726	800
10493	1782
10942	1840
14169	2377
15792	2640
897	140
2021	321
4027	683
6519	1107
12343	2062
14984	2532
3450	585
15970	2668
601	95
9996	1688
1294	217
5534	948
4755	804
11908	1985
13886	2329
4254	727
15395	2585
3451	585
3623	608
4221	722
8073	1379
15978	2668
894	140
1695	272
14932	2527
15764	2635
15292	2571
1293	217
7395	1264
11909	1985
13887	2329
4785	811
4754	804
9359	1569
11907	1985
3729	630
3452	585
6596	1116
5996	1031
4220	722
3624	608
8700	1479
15976	2668
8074	1379
15977	2668
895	140
15291	2571
1292	217
1696	272
15763	2635
3728	630
6597	1116
7394	1264
3453	585
4786	811
4252	727
15975	2668
12340	2062
3621	608
3191	534
15762	2635
14089	2369
15060	2539
892	140
8075	1379
4787	811
3755	633
7397	1264
15294	2571
6598	1116
1291	217
3307	557
3454	585
4253	727
15974	2668
3192	534
3622	608
14989	2532
8076	1379
15761	2635
14088	2369
8350	1433
893	140
6745	1148
15293	2571
4788	811
3754	633
7396	1264
6599	1116
1290	217
14931	2527
4970	846
3193	534
3627	608
1527	251
9356	1569
11904	1985
3033	504
7391	1264
9934	1675
890	140
9722	1631
15996	2672
15760	2635
3194	534
1526	251
9355	1569
11903	1985
7390	1264
9935	1675
3032	504
8070	1379
9721	1631
891	140
15997	2672
1525	251
16548	2768
3195	534
3625	608
13888	2329
3036	504
9358	1569
11906	1985
8071	1379
6415	1091
15290	2571
7393	1264
9936	1675
9720	1631
1524	251
15994	2672
16547	2768
3626	608
14888	2519
13889	2329
3035	504
9357	1569
11905	1985
3034	504
7392	1264
9937	1675
15995	2672
1523	251
15979	2668
8072	1379
9226	1555
8893	1511
15201	2557
2016	319
11573	1936
10134	1715
2276	370
15741	2631
9350	1569
8476	1449
1197	204
14653	2474
9539	1600
8903	1512
12297	2053
4406	756
11230	1888
6520	1107
16229	2717
14967	2531
15200	2557
9227	1555
8894	1511
8025	1371
11572	1936
2275	370
8901	1512
15742	2631
9351	1569
8477	1449
1196	204
8902	1512
9538	1600
11459	1920
10133	1715
14654	2474
13777	2312
4407	756
11231	1888
14889	2519
12296	2053
14966	2531
9224	1555
1331	221
3052	512
9352	1569
8891	1511
15769	2635
9536	1600
8905	1512
10132	1715
8478	1449
9537	1600
11458	1920
12132	2022
9353	1569
14655	2474
1199	204
14965	2531
12295	2053
11232	1888
9225	1555
8892	1511
3051	512
9535	1600
5759	987
9788	1641
8479	1449
8904	1512
11457	1920
10131	1715
1198	204
9354	1569
5249	896
14964	2531
5927	1016
12294	2053
4453	763
4405	756
11233	1888
15767	2635
6137	1051
8028	1371
15295	2571
9787	1641
2416	398
432	70
3054	512
14681	2476
15356	2578
5587	961
4750	804
4931	838
15804	2643
4452	763
12293	2053
5248	896
4251	727
11456	1920
12134	2022
10130	1715
1193	204
15296	2571
9786	1641
15768	2635
6136	1051
6945	1190
2279	370
16550	2768
3053	512
15355	2578
14682	2476
433	70
5586	961
5585	961
4751	804
15805	2643
12292	2053
4451	763
5247	896
11105	1866
11455	1920
1192	204
4250	727
12133	2022
15765	2635
5245	896
9785	1641
6139	1051
2278	370
8900	1512
8026	1371
14723	2485
5589	961
3056	512
16551	2768
16625	2781
9228	1555
12291	2053
14510	2448
4752	804
15802	2643
15297	2571
253	31
1195	204
11454	1920
5246	896
4450	763
5244	896
9784	1641
15766	2635
6138	1051
2277	370
14722	2485
5588	961
6914	1180
8027	1371
14680	2476
15202	2557
3055	512
15803	2643
11910	1985
1194	204
4753	804
12290	2053
254	31
7052	1214
11453	1920
255	31
4202	719
13573	2271
4101	701
5582	961
14997	2533
7570	1295
6948	1190
4868	827
9828	1652
15808	2643
10499	1782
6133	1051
9866	1661
8733	1485
464	75
11491	1925
5243	896
4100	701
4201	719
465	75
11837	1978
13273	2211
5581	961
15809	2643
6949	1190
6132	1051
3686	618
1281	216
8030	1373
5242	896
466	75
4200	719
13272	2211
7572	1295
15806	2643
5584	961
8899	1511
6135	1051
6185	1058
10497	1782
2445	404
6946	1190
5241	896
3685	618
200	26
467	75
3684	618
