directedby	movie
3021	2744
3217	2925
1887	1724
1059	978
1714	1569
93	89
2164	1982
3850	3492
1063	982
77	73
3873	3513
2848	2592
1361	1248
1099	1014
1666	1521
3059	2781
69	66
3306	3007
3659	3319
1276	1175
893	822
1328	1218
3070	2792
3922	3558
989	911
3006	2729
553	513
2753	2501
2819	2563
2380	2177
3887	3527
3577	3249
1426	1311
3499	3184
3230	2937
1329	1218
31	30
3800	3450
1102	1017
2593	2358
407	378
1480	1358
1348	1236
367	341
2624	2379
2042	1871
2754	2502
1719	1573
2647	2402
3007	2730
2488	2274
460	427
3564	3236
400	371
1570	1436
2976	2701
1419	1305
834	770
1909	1746
171	163
130	125
3826	3469
3387	3083
3690	3348
3334	3034
2173	1990
2939	2669
3495	3180
35	34
520	482
1200	1106
1145	1055
404	375
822	759
3406	3100
1562	1429
1928	1762
593	552
3242	2947
1780	1626
3389	3085
1365	1252
2904	2644
314	296
2733	2481
2395	2189
1469	1348
2502	2287
1463	1342
2803	2548
173	165
1939	1772
2055	1882
2666	2418
1367	1254
2951	2681
1037	956
2835	2579
1389	1276
140	134
1834	1677
1278	1177
1425	1310
878	808
2802	2548
3783	3435
3535	3209
3889	3529
1914	1751
2393	2187
969	894
2063	1890
2351	2152
57	54
3283	2987
231	217
1178	1086
3322	3022
14	13
914	840
513	476
3102	2822
2202	2018
3203	2912
3682	3341
3202	2911
2007	1836
1268	1168
1035	954
2732	2481
1495	1372
1380	1267
3648	3308
829	765
3234	2940
1259	1161
3402	3096
481	447
750	693
1843	1685
3877	3517
19	18
1066	985
3679	3338
1255	1157
611	568
2333	2134
1403	1290
1700	1555
3342	3041
3470	3159
2196	2012
2210	2025
1574	1439
2374	2172
1130	1040
1398	1285
1305	1203
785	727
3341	3041
3637	3299
1390	1277
3043	2766
609	566
2373	2172
2808	2553
3338	3038
61	58
1560	1427
2307	2112
2058	1885
1119	1030
3016	2739
3028	2751
3413	3107
3784	3435
463	429
1769	1617
696	646
1064	983
944	869
149	143
2641	2396
2468	2258
3584	3256
2469	2259
2031	1860
2446	2237
3609	3279
1720	1574
1870	1708
3500	3185
3247	2952
1118	1030
2142	1961
1855	1694
1755	1604
1050	968
2839	2583
455	423
786	728
2165	1983
2949	2679
2093	1916
313	296
2178	1995
2415	2209
2012	1841
3594	3264
707	656
1877	1715
1837	1679
954	879
811	751
3883	3523
2139	1958
2256	2068
1588	1451
2736	2484
1211	1117
1566	1433
451	419
706	656
2295	2101
2015	1844
3119	2839
582	541
1142	1052
3268	2972
3666	3325
1649	1506
1368	1255
1893	1730
638	594
3022	2745
169	161
2621	2376
1598	1461
679	630
1155	1064
376	350
1101	1016
2722	2471
2757	2505
2594	2358
2080	1904
2642	2397
3275	2979
303	286
1263	1165
123	118
1795	1641
1120	1031
843	778
259	245
282	266
2908	2648
3012	2735
1107	1021
884	814
1004	926
2943	2673
2039	1868
3049	2771
851	785
1568	1435
2246	2059
1161	1069
973	897
1272	1171
395	366
2353	2154
3632	3294
2561	2336
793	735
3104	2824
1832	1675
2626	2381
598	557
1618	1478
363	337
3061	2783
345	320
1405	1292
2809	2554
3473	3161
3809	3459
392	364
941	866
2871	2613
3786	3437
3132	2852
361	335
2079	1903
250	236
33	32
565	525
3532	3206
3516	3190
1828	1671
2493	2279
3424	3117
442	410
1355	1242
3526	3200
1630	1489
3472	3161
3269	2973
1442	1324
3878	3518
3200	2909
2450	2241
2543	2322
3613	3282
60	57
109	105
3769	3421
1436	1318
1970	1801
3009	2732
403	374
3412	3106
3345	3044
1580	1445
3858	3500
3650	3310
1139	1049
2390	2184
3955	3589
3081	2802
2773	2520
861	793
1528	1396
3614	3282
3000	2723
2002	1831
2272	2082
3663	3322
853	785
858	790
1596	1459
828	764
1774	1621
2992	2716
126	121
1291	1189
3579	3251
566	526
457	425
3214	2922
1241	1144
1728	1582
3598	3268
1243	1146
1901	1738
2875	2617
1127	1037
617	574
1929	1763
852	785
1240	1143
225	212
960	885
2576	2351
1074	991
1773	1620
1989	1819
1868	1706
3084	2805
1465	1344
3638	3300
3943	3578
1245	1148
2460	2250
1979	1810
3010	2733
3168	2883
3120	2840
1450	1331
747	690
3713	3369
1772	1619
1948	1781
2172	1989
3454	3144
111	107
2003	1832
1111	1024
1498	1375
2588	2353
46	43
3818	3463
991	913
3453	3143
240	226
1353	1240
2924	2658
3907	3546
2539	2320
1297	1195
2658	2412
1154	1063
1157	1065
2947	2677
3354	3053
882	812
2604	2368
3569	3241
2264	2075
1527	1396
1965	1796
9	8
2517	2301
1866	1704
319	297
2427	2220
3643	3304
2419	2212
695	645
1156	1065
2238	2052
3536	3210
3434	3127
619	576
1865	1703
2495	2281
965	890
3241	2946
309	292
2150	1969
2772	2519
507	470
3747	3400
428	396
3876	3516
721	668
112	107
1137	1047
3462	3152
3864	3504
2899	2639
3392	3088
1237	1141
1298	1196
1481	1359
781	723
2434	2227
3902	3542
3403	3097
16	15
2745	2493
1606	1468
2317	2121
2435	2227
317	297
2292	2099
1166	1074
1247	1149
1313	1211
1258	1160
3393	3088
588	547
258	244
2265	2075
1964	1796
1944	1777
2129	1948
1244	1147
1045	963
1556	1423
624	580
770	712
3774	3426
1257	1159
2521	2305
3749	3402
3027	2750
318	297
2710	2460
2293	2099
2836	2580
3191	2903
1246	1149
1090	1006
2034	1863
3251	2956
839	775
2189	2006
2387	2183
1191	1098
3076	2798
1097	1012
445	413
3452	3143
1057	975
1742	1595
2339	2140
315	297
807	747
1921	1755
150	143
1420	1306
3216	2924
2388	2183
1238	1141
179	171
3086	2807
2023	1852
316	297
188	179
578	537
1920	1755
1330	1218
972	896
1040	959
849	783
2535	2316
1183	1090
414	384
63	60
1147	1057
2199	2015
3170	2885
710	659
3148	2865
3445	3136
1867	1705
3859	3501
505	468
1088	1004
796	738
3581	3253
848	783
3927	3563
2534	2316
1306	1204
65	62
347	322
449	417
1242	1145
3405	3099
2768	2515
3455	3145
1148	1057
3085	2806
3869	3509
218	205
534	495
3053	2775
3444	3136
3083	2804
2508	2293
3515	3189
724	671
311	294
2314	2119
3909	3548
1987	1817
2885	2626
2565	2340
2958	2687
1269	1169
440	408
3458	3148
1937	1770
2824	2568
3555	3228
1186	1093
517	479
2418	2211
985	908
2361	2160
761	703
2107	1928
2933	2663
904	831
3451	3142
1977	1808
3491	3176
3459	3149
3368	3066
2360	2160
327	304
3930	3566
3868	3508
901	828
886	816
2100	1923
1583	1448
399	370
2759	2507
3706	3363
104	100
545	505
1799	1644
1021	942
1065	984
2894	2635
3551	3224
3766	3418
146	140
561	521
2126	1945
1376	1263
1993	1823
2296	2102
2061	1888
888	818
709	658
1734	1588
527	489
1727	1581
3642	3303
1362	1249
3023	2746
3443	3136
1723	1577
2941	2671
3115	2835
3187	2899
905	832
1776	1622
2678	2430
3652	3312
1260	1162
1087	1003
2999	2722
2323	2126
1100	1015
1838	1680
3250	2955
1600	1463
992	914
121	116
1374	1261
2740	2488
1427	1312
1478	1357
1709	1564
2254	2066
3574	3246
1812	1655
836	772
1250	1152
1402	1289
1601	1463
1884	1721
3718	3374
1407	1294
1643	1500
105	101
3619	3282
2811	2556
1479	1357
915	841
870	800
409	380
1536	1404
1296	1194
1360	1247
3480	3168
1094	1009
1578	1443
2558	2334
96	92
835	771
3442	3135
1275	1174
1345	1233
521	483
2438	2230
1878	1716
15	14
2478	2268
2431	2224
3686	3345
163	155
3044	2767
2344	2145
3300	3002
3410	3104
1302	1200
2245	2058
3684	3343
1850	1690
1190	1097
1456	1336
802	743
3367	3065
492	455
2051	1878
3237	2942
635	591
3331	3031
767	709
1213	1119
691	641
963	888
1525	1394
422	390
2595	2359
3563	3235
2672	2424
2791	2537
2859	2601
2780	2527
1307	1205
2396	2190
20	19
3949	3583
3616	3282
1675	1530
1833	1676
2140	1959
401	372
832	768
2560	2335
3142	2860
484	449
2247	2060
2940	2670
2548	2326
3045	2767
1913	1750
3615	3282
530	491
3201	2910
975	899
1076	993
3050	2772
1141	1051
3719	3374
98	94
2001	1830
2208	2023
2552	2330
2887	2628
226	213
110	106
3916	3552
1492	1369
256	242
3618	3282
3067	2789
1364	1251
2372	2171
474	440
548	508
1253	1155
2342	2143
3533	3207
961	886
1458	1338
1136	1046
2553	2330
2335	2136
1404	1291
546	506
2843	2587
3282	2986
3785	3436
3617	3282
3947	3581
2662	2416
1561	1428
301	284
261	247
1969	1800
2122	1941
377	351
891	821
1379	1266
1221	1127
2313	2118
3932	3568
1841	1683
3865	3505
3670	3329
249	235
2065	1892
1216	1122
2669	2421
1232	1136
382	355
1019	940
3752	3405
1044	962
746	689
221	208
2822	2566
2906	2646
159	151
427	395
2073	1900
1514	1384
3362	3060
2143	1962
2663	2416
2950	2680
1634	1493
1231	1136
381	355
1043	962
745	689
986	909
479	445
49	46
1440	1322
2426	2219
2800	2546
2271	2081
3397	3092
1513	1384
594	553
3580	3252
2691	2443
1340	1228
270	255
2016	1845
394	365
744	689
887	817
3570	3242
379	353
2775	2522
2946	2676
3335	3035
2912	2652
2282	2089
2544	2323
485	449
1760	1609
3702	3360
892	821
1052	970
222	209
1512	1384
743	689
3862	3502
393	365
1394	1281
1370	1257
2236	2050
1308	1206
203	193
160	152
2197	2013
1000	922
1786	1632
17	16
957	882
742	689
3414	3108
330	307
1811	1654
3427	3120
1923	1757
2237	2051
1766	1615
3169	2884
1181	1088
3744	3397
2696	2447
2903	2643
2714	2464
1777	1623
1678	1533
2074	1900
1767	1615
3540	3214
1192	1099
3712	3368
2394	2188
3489	3174
1749	1599
1180	1088
2572	2347
23	22
584	543
1817	1660
2044	1873
464	430
2345	2146
3164	2879
3447	3138
1644	1501
2650	2405
281	265
1898	1735
52	49
204	193
1691	1546
3519	3193
616	573
3355	3054
3147	2864
681	632
3415	3108
383	355
1748	1599
899	826
1140	1050
2628	2383
1134	1044
3760	3413
514	477
3332	3032
2956	2685
1034	953
2648	2403
1284	1183
3493	3178
3266	2970
243	229
2302	2108
1485	1363
84	80
3003	2726
3691	3349
1781	1627
860	792
1338	1226
40	39
1418	1304
1477	1356
1350	1238
2303	2108
562	522
2389	2184
3056	2778
2844	2588
389	361
1299	1197
3556	3229
2183	2000
2932	2662
2260	2071
2817	2561
2973	2698
3033	2756
697	647
2874	2616
3399	3094
1664	1519
2567	2342
3365	3063
2592	2357
3307	3008
3908	3547
2637	2392
3694	3352
1626	1486
2251	2064
2589	2354
3958	3591
1582	1447
2829	2573
1716	1571
3348	3047
2744	2492
928	854
3861	3502
1750	1600
1460	1340
2350	2151
652	605
1651	1508
1962	1794
2332	2133
2501	2286
3034	2757
3739	3393
1061	980
3860	3502
1048	966
1461	1340
2298	2104
500	463
3259	2963
3856	3498
1294	1192
819	758
1096	1011
987	909
3441	3134
3490	3175
1873	1711
1516	1386
3277	2981
874	804
161	153
1517	1387
3831	3474
3024	2747
3931	3567
478	444
640	596
1625	1485
1358	1245
1694	1549
2568	2343
2945	2675
3248	2953
653	605
2141	1960
3328	3028
2869	2611
2674	2426
388	360
3136	2854
434	402
602	560
1222	1128
2707	2458
2792	2538
1796	1642
3832	3475
581	540
1886	1723
2528	2311
3040	2763
18	17
2902	2642
603	560
670	621
3736	3390
2708	2458
482	448
488	452
3162	2877
3901	3541
2789	2535
1797	1643
777	719
3466	3156
3103	2823
1468	1347
1046	964
632	588
2559	2335
278	262
2420	2213
3279	2983
483	448
1798	1643
541	502
810	750
1703	1558
875	805
1223	1129
2645	2400
3612	3281
2518	2302
1905	1742
2779	2526
1055	973
3219	2927
1206	1112
1451	1332
3576	3248
1343	1231
3794	3445
3890	3530
324	301
43	41
2795	2541
92	88
2506	2291
3485	3170
156	149
2428	2221
2746	2494
1193	1100
999	921
2475	2265
2221	2036
1396	1283
189	180
3649	3309
1152	1061
1604	1466
2413	2207
3035	2758
1713	1568
1025	945
498	461
3635	3297
665	616
1609	1471
1815	1658
2222	2036
2088	1911
1067	986
2025	1854
365	339
3167	2882
3948	3582
3372	3070
3885	3525
1363	1250
2865	2607
3176	2890
664	616
1071	989
2144	1963
3848	3490
157	149
3210	2918
2831	2575
1195	1102
452	420
704	654
784	726
3286	2990
2406	2200
466	432
2214	2029
2204	2020
1523	1392
3487	3172
779	721
89	85
1203	1109
276	261
2881	2623
988	910
2575	2350
3934	3570
491	454
119	114
2550	2328
2479	2269
1553	1420
3727	3382
1445	1327
1711	1566
929	855
757	700
2026	1855
242	228
2066	1893
2267	2077
39	38
1756	1605
1889	1726
1123	1034
3816	3461
2983	2708
333	310
1602	1464
3144	2862
2376	2173
3911	3548
1072	990
906	833
1011	933
2352	2153
1619	1479
1595	1458
3554	3227
1529	1397
1391	1278
2984	2708
2187	2004
1073	990
528	490
1995	1825
2845	2589
1215	1121
2609	2372
2935	2665
2683	2435
651	604
509	472
735	682
3189	2901
3474	3162
529	490
1967	1798
864	795
3255	2959
946	871
1785	1631
795	737
83	79
2724	2473
3900	3540
3126	2846
3172	2887
3321	3021
1521	1390
2375	2173
3204	2913
1874	1712
1131	1041
155	148
3910	3548
3254	2959
1903	1740
100	96
3258	2962
183	175
283	267
3213	2921
412	383
1642	1499
1189	1096
1068	987
3589	3260
3376	3073
2466	2256
1489	1366
3746	3399
3205	2913
2507	2292
497	460
2201	2017
2975	2700
1406	1293
2625	2380
531	492
3098	2819
413	383
3048	2770
187	178
1571	1437
3343	3042
1698	1553
3740	3394
191	182
3893	3533
277	261
2225	2039
1910	1747
3926	3562
2525	2308
3871	3511
1718	1572
2226	2040
1109	1022
2311	2116
3388	3084
787	729
3625	3288
612	569
3808	3458
3851	3493
2097	1920
1288	1186
1198	1105
1108	1022
3578	3250
2404	2198
804	745
668	619
3518	3192
1610	1471
1982	1813
2489	2275
3906	3545
2481	2269
3416	3109
3096	2817
2651	2406
2972	2697
2718	2468
3807	3457
1771	1618
3558	3231
2738	2486
3154	2870
2586	2352
805	745
260	246
2229	2043
2492	2278
1042	961
2591	2356
3015	2738
687	637
246	232
1622	1482
2701	2452
216	203
2341	2142
3572	3244
2482	2269
2348	2149
3742	3395
3380	3077
1770	1618
1659	1515
2587	2352
44	42
3741	3395
3677	3336
1484	1362
210	198
2037	1866
1842	1684
106	102
410	381
3143	2861
206	195
2399	2193
196	186
1856	1695
2557	2333
3041	2764
1169	1077
22	21
2423	2216
45	42
3923	3559
2914	2654
1424	1309
3077	2799
1280	1179
1959	1791
1541	1409
172	164
2709	2459
2980	2705
170	162
2432	2225
3775	3427
2220	2035
180	172
2516	2300
778	720
2308	2113
2349	2150
3591	3262
2130	1949
1790	1636
537	498
2619	2374
2091	1914
2851	2594
1292	1190
3314	3014
1789	1635
207	195
2379	2176
2721	2470
116	111
2515	2300
3592	3262
1636	1495
1707	1562
1005	927
2618	2374
27	26
1270	1169
889	819
2955	2684
3236	2941
600	559
1289	1187
2347	2148
2685	2437
818	757
2617	2374
3912	3549
1359	1246
450	418
2580	2352
2764	2511
815	755
3933	3569
176	168
3882	3522
3732	3386
1840	1682
3600	3270
2954	2684
3693	3351
354	328
601	559
3235	2941
1047	965
2671	2423
2977	2702
2616	2374
516	478
2581	2352
1448	1329
3352	3051
2856	2598
3704	3362
549	509
3318	3018
1	1
2615	2374
1078	995
731	678
1437	1319
515	478
714	662
3799	3449
3722	3377
2108	1929
910	837
2244	2057
2369	2168
3583	3255
1800	1645
2	1
1151	1060
2614	2374
326	303
2179	1996
801	742
816	755
1954	1786
3798	3449
11	10
178	170
1384	1271
2584	2352
736	683
2622	2377
1357	1244
2613	2374
3001	2724
2186	2003
2608	2371
2503	2288
79	75
2862	2604
2021	1850
2857	2599
1176	1084
613	570
3233	2939
580	539
2148	1967
3020	2743
924	850
660	612
73	69
2336	2137
1393	1280
420	388
953	878
2585	2352
1373	1260
459	426
2504	2289
3705	3362
2612	2374
1784	1630
2480	2269
3886	3526
1369	1256
1788	1634
1482	1360
369	343
215	202
547	507
2990	2714
1633	1492
446	414
725	672
2886	2627
95	91
2598	2362
3351	3050
458	426
2440	2231
2242	2055
1493	1370
2194	2010
2582	2352
1196	1103
3849	3491
1818	1662
3545	3218
2121	1940
2456	2246
3100	2820
890	820
2583	2352
3097	2818
2257	2069
2778	2525
1676	1531
1717	1572
232	218
2742	2490
865	796
3696	3354
2241	2055
219	206
1857	1696
830	766
2610	2372
2277	2086
2861	2603
1648	1505
3508	3186
1080	997
3806	3456
138	132
3192	2904
3134	2853
1549	1416
2457	2247
2769	2516
129	124
2076	1902
3509	3186
2209	2024
1375	1262
552	512
1685	1540
3135	2853
2151	1970
3163	2878
3764	3416
1282	1181
3560	3233
1337	1225
555	515
1013	935
2883	2624
1115	1027
337	314
435	403
2667	2419
2505	2290
2084	1908
3562	3234
1128	1038
3903	3543
3872	3512
733	680
3817	3462
3750	3403
1620	1480
663	615
431	399
3319	3019
1941	1774
1949	1782
3561	3234
939	864
3590	3261
3879	3519
2231	2045
628	584
3904	3543
3607	3277
2442	2233
1532	1400
812	752
589	548
1555	1422
1229	1134
2068	1895
3504	3186
1779	1625
2547	2325
3111	2831
1121	1032
3946	3580
214	201
1471	1350
3432	3125
2161	1979
3528	3202
564	524
2675	2427
1535	1403
575	534
2116	1936
353	327
723	670
539	500
3674	3333
3505	3186
3382	3079
3108	2828
1371	1258
3602	3272
145	139
181	173
637	593
1764	1613
387	359
726	673
620	577
1430	1314
1885	1722
2471	2261
3548	3221
1412	1299
2900	2640
295	278
3506	3186
2749	2497
3039	2762
1114	1027
898	825
456	424
669	620
2078	1902
1952	1784
1627	1487
1366	1253
2176	1993
417	386
2988	2712
291	274
2255	2067
1679	1534
3507	3186
3819	3464
3685	3344
2905	2645
1204	1110
3072	2794
3218	2926
2834	2578
1900	1737
3820	3465
3091	2812
2077	1902
2884	2625
3778	3430
273	258
866	797
279	263
3199	2909
2291	2098
3928	3564
425	393
3707	3364
2043	1872
591	550
2599	2363
328	305
1449	1330
719	667
2180	1997
3837	3480
372	346
2761	2509
2252	2065
2639	2394
2459	2249
3324	3024
2750	2498
3457	3147
3130	2850
1497	1374
3078	2800
921	847
3501	3186
510	473
1300	1198
1824	1667
3743	3396
3640	3301
2536	2317
3356	3055
356	330
3079	2800
712	661
3630	3292
3830	3473
1098	1013
3502	3186
1014	936
2421	2214
3064	2786
1823	1667
3767	3419
3537	3211
275	260
2306	2111
56	53
2837	2581
3503	3186
994	916
2170	1987
1791	1637
3725	3380
2005	1834
3629	3291
841	776
2305	2110
2979	2704
3925	3561
3724	3379
734	681
3829	3472
2602	2366
1758	1607
2699	2450
78	74
120	115
3753	3406
38	37
2159	1977
693	643
1565	1432
854	786
1220	1126
1167	1075
754	697
713	661
1295	1193
2656	2410
859	791
76	72
1608	1470
1919	1754
636	592
3423	3116
756	699
1933	1766
2882	2624
981	904
2050	1877
3221	2929
3803	3453
3080	2801
1228	1133
3888	3528
923	849
2728	2477
2125	1944
2756	2504
840	776
1409	1296
1739	1592
3448	3139
1935	1768
1614	1474
1129	1039
2907	2647
3497	3182
91	87
844	779
2224	2038
2611	2373
2993	2717
1171	1079
285	269
2090	1913
968	893
245	231
1053	971
419	387
1103	1018
480	446
1988	1818
41	40
1650	1507
1851	1691
3395	3090
1070	988
919	845
2638	2393
3870	3510
2211	2026
1972	1803
2358	2158
2340	2141
3836	3479
62	59
1563	1430
934	860
118	113
674	625
1421	1307
81	77
3547	3220
2998	2721
3032	2755
2321	2124
3748	3401
3183	2896
3222	2930
1214	1120
918	844
862	794
2106	1927
2826	2570
3303	3004
3773	3425
587	546
3273	2977
3673	3332
3623	3286
2286	2093
3717	3373
3310	3010
418	387
2320	2124
2739	2487
2105	1927
863	794
42	40
3918	3554
268	253
2357	2157
701	651
2484	2271
3285	2989
1422	1308
3874	3514
684	635
741	688
350	325
3369	3067
720	667
855	787
312	295
643	598
467	433
139	133
1950	1782
1895	1732
3404	3098
2325	2127
2111	1932
2096	1919
2801	2547
2212	2027
2368	2167
3921	3557
3641	3302
3339	3039
297	280
2365	2164
2631	2386
3301	3003
2563	2338
3379	3076
753	696
642	598
3095	2816
3390	3086
3160	2876
3165	2880
2112	1932
366	340
3446	3137
499	462
990	912
3128	2848
856	788
432	400
1677	1532
3090	2811
2936	2666
3407	3101
1202	1108
3378	3075
1277	1176
3302	3003
3161	2876
1225	1130
803	744
411	382
1174	1082
3557	3230
1862	1700
3209	2917
959	884
3323	3023
1303	1201
685	635
845	780
1452	1333
3337	3037
10	9
614	571
3042	2765
1858	1697
1991	1821
1117	1029
1414	1301
2115	1935
2590	2355
1205	1111
2876	2618
508	471
2216	2031
2324	2127
2402	2196
441	409
567	527
1354	1241
3141	2859
2682	2434
932	858
1730	1584
2579	2352
3956	3590
2863	2605
3109	2829
1932	1765
267	252
1940	1773
1095	1010
730	677
335	312
1753	1602
252	238
2578	2352
557	517
1224	1130
3957	3590
776	718
443	411
1507	1380
2261	2072
1261	1163
657	609
3290	2994
437	405
416	386
3288	2992
1256	1158
1831	1674
2133	1952
917	843
74	70
2922	2656
572	532
2049	1877
3662	3321
937	863
30	29
2203	2019
1033	952
1757	1606
1417	1303
3196	2907
3224	2932
573	532
1593	1456
1542	1410
3633	3295
3582	3254
938	863
1410	1297
1399	1286
2485	2271
1423	1308
605	562
3151	2867
1899	1736
2223	2037
461	428
2554	2331
3841	3484
503	466
3150	2867
2729	2478
1533	1401
1184	1091
927	853
1552	1419
247	233
3954	3588
2364	2163
2555	2331
2646	2401
1674	1529
1023	944
439	407
2000	1829
4	3
2577	2352
1301	1199
2684	2436
430	398
1584	1449
2627	2382
2820	2564
1942	1775
2649	2404
1024	944
1603	1465
148	142
1559	1426
765	707
462	428
1876	1714
1472	1351
1686	1540
3469	3158
64	61
2966	2690
3756	3409
579	538
3464	3154
3542	3216
1508	1381
876	806
590	549
2451	2242
3664	3323
1464	1343
3687	3346
3146	2863
1135	1045
1515	1385
3692	3350
3179	2892
3543	3216
3208	2916
1049	967
838	774
1509	1381
3138	2856
764	706
1968	1799
3220	2928
1022	943
1697	1552
3620	3283
1470	1349
621	578
2879	2621
2974	2699
342	317
236	222
487	451
577	536
2334	2135
867	798
3765	3417
2281	2088
2273	2083
3892	3532
3313	3013
1938	1771
2760	2508
913	839
3280	2984
1729	1583
3178	2892
592	551
1124	1035
1759	1608
3529	3203
2163	1981
2337	2138
2841	2585
289	273
2289	2096
164	156
2274	2083
2991	2715
2659	2413
2398	2192
1943	1776
3460	3150
817	756
1660	1516
3895	3535
3795	3446
2054	1881
1408	1295
2408	2202
538	499
3017	2740
2711	2461
2853	2596
3935	3571
3046	2768
1951	1783
1975	1806
3309	3010
2263	2074
2509	2294
385	357
966	891
234	220
2499	2284
2132	1951
1888	1725
1002	924
1172	1080
3471	3160
